N,Threshold50_linear,Threshold50_logistic,Threshold50_lo,Threshold50_hi,LogisticSlope,Pattern,Modules,InterFrac,GW_tau,GW_theta,DegreeFrac,RewireP,Sync_mean
64,0.0,1.411764705882353,0.2033898305084746,3.971186440677966,7.200000599999999,small_world,4,0.05,0.9,0.55,0.38,0.4,0.6077441077441077
